reaction_id,x_idx,y_idx,xy_idx_x,xy_idx_y
[CH]=O_m2.C#C_m1>>[CH]=CC=O_m2,0,1,3,2
C#CC(=C)[O]_m2.C=C=O_m1>>C#CC(=O)CO[C]=C_m2,3,2,4,5
C=C[O]_m2.CC(=O)C(=O)C=O_m1>>CC(=O)C([O])(C=O)CC=O_m2,0,3,7,3
[CH3]_m2.C=CC_m1>>C[CH]CC_m2,0,0,4,3
[H]_m2.[O][C](C=O)C=C=O_m3>>O=C=CC(=O)[CH]O_m2,0,3,9,7
C=C[O]_m2.C=C=O_m1>>C=[C]OCC=O_m2,0,2,3,2
[H]_m2.C=CO_m1>>[CH2]CO_m2,0,1,5,3
[H]_m2.[CH2]C=C_m2>>[CH2]C[CH2]_m3,0,3,7,3
C=C(O)C(O)=C[O]_m2.[O][O]_m3>>[O]OCC(O)=C(O)C=O_m2,0,1,2,1
[CH]1C=CCO1_m2.[O][O]_m3>>[O]OC1C=CCO1_m2,0,1,2,1
[CH2]C=CC=O_m2.[O][O]_m3>>C=CC(C=O)O[O]_m2,4,1,2,5
[CH]1C=CCO1_m2.CC=O_m1>>CC([O])C1C=COC1_m2,3,1,3,1
[CH]=CC=O_m2.C=O_m1>>[O]CC=CC=O_m2,0,0,2,1
C=C[O]_m2.O=C1OC(O)C1=O_m1>>[O]C1=C(OCC=O)OC1O_m2,0,0,4,3
[CH2]CC(C)OO_m2.[O][O]_m3>>CC(CCO[O])OO_m2,0,1,3,4
C=C[CH]COO_m2.[O][O]_m3>>C=CC(COO)O[O]_m2,2,1,2,6
[CH2]C=C_m2.C=C(O)C=O_m1>>C=CCC([O])C(=C)O_m2,4,3,2,3
[CH3]_m2.O=C=C(O)C=O_m1>>CC(=O)C(O)=C[O]_m2,0,1,0,1
[H]_m2.O=C=C(O)C=O_m1>>O=C[C](O)C=O_m2,0,1,8,4
[H]_m2.C#CC=C_m1>>C#C[CH]C_m2,0,3,6,4
[CH2]C(=O)C(O)=CO_m2.[O][O]_m3>>[O]OCC(=O)C(O)=CO_m2,0,1,2,1
[CH2]C#CC_m2.C=O_m1>>CC#CCC[O]_m2,0,0,3,4
[H]_m2.C=CC=C=O_m1>>[CH2]C=CC=O_m2,0,3,9,5
C=C[O]_m2.CC(=O)C(=O)C=O_m1>>CC(=O)[C](C=O)OCC=O_m2,0,4,7,6
C=C[O]_m2.O=C=CC(=O)C=O_m1>>[O]C(C=C=O)=COCC=O_m2,0,6,7,6
[H]_m2.C=C=CC_m1>>[CH2]C=CC_m2,0,1,6,3
[OH]_m2.CC(CC=O)OO_m1>>CC(C[CH]OO)OO_m2,0,4,6,5
O=C[CH]C=CO_m2.[O][O]_m3>>[O]OC(C=O)C=CO_m2,2,1,2,1
[CH2]C=CC_m2.[O][O]_m3>>CC=CCO[O]_m2,0,1,3,4
C#CC(=C)[O]_m2.[CH2][C]=O_m3>>C#CC(=O)CC(=C)[O]_m2,3,3,4,5
[CH2]C=C_m2.O=C1OOC(=O)C1=O_m1>>C=CCC1([O])C(=O)OOC1=O_m2,4,6,2,3
[O]_m3.C#C_m1>>[CH]C=O_m3,0,1,3,2
[OH]_m2.C=CO_m1>>[CH2]C(O)O_m2,0,1,4,3
C=C[O]_m2.C=C=O_m1>>[CH2]C(=O)CC=O_m2,0,1,5,3
C=C(O)[CH]O_m2.[O][O]_m3>>C=C(O)C(O)O[O]_m2,3,1,3,5
OC1C=C[CH]O1_m2.[O][O]_m3>>[O]OC1C=CC(O)O1_m2,4,1,2,1
[H]_m2.C#C[O]_m2>>[CH]C=O_m3,0,1,4,2
[O]O_m2.[CH2]C=C[CH2]_m3>>C=C[CH]COO_m2,0,5,5,4
C=[C]C_m2.[O][O]_m3>>C=C(C)O[O]_m2,1,1,1,3
C#C[CH]C_m2.CC=O_m1>>C#CC(C)C(C)[O]_m2,2,1,2,4
[CH2]C=CC_m2.CC=O_m1>>CC=CCC(C)[O]_m2,0,1,3,4
C=C=C=C[O]_m2.CC=O_m1>>CC([O])CC#CC=O_m2,0,1,3,1
[H]_m2.O=CC(=O)C(=O)OO_m1>>O=C([CH]O)C(=O)OO_m2,0,0,9,4
[CH2]C(=O)C(O)=CO_m2.C=O_m1>>[O]CCC(=O)C(O)=CO_m2,0,0,2,1
[H]_m2.C#C_m1>>[CH]=C_m2,0,1,3,2
[H]_m2.[CH2][C](O)C=O_m3>>C=C(O)[CH]O_m2,0,6,9,5
C=C(C)[O]_m2.C=C=O_m1>>C=[C]OCC(C)=O_m2,0,2,3,2
[CH2]C=C_m2.O=C1OC(O)C1=O_m1>>C=CCC1([O])C(=O)OC1O_m2,4,5,2,3
C=C[O]_m2.O=CC=CC=O_m1>>[O]C(C=CC=O)CC=O_m2,0,4,6,1
[CH3]_m2.C=C=O_m1>>C=C(C)[O]_m2,0,1,2,1
[CH]=O_m2.[O][C]=CO_m3>>[O]C(C=O)=CO_m2,0,1,2,1
[CH2]CO_m2.[O][O]_m3>>[O]OCCO_m2,0,1,2,1
[CH2]C([O])=C=O_m3.O=C=O_m1>>C=C([O])C(=O)C([O])=O_m3,5,1,3,5
C#C[CH2]_m2.CC=O_m1>>C#CCC(C)[O]_m2,2,1,2,3
[H]_m2.C=O_m1>>C[O]_m2,0,0,2,0
[H]_m2.O=C=C=C(O)C=O_m1>>O=C=C[C](O)C=O_m2,0,2,7,2
[O]O_m2.C=CC_m1>>C[CH]COO_m2,0,0,4,3
C=C=C=C[O]_m2.C=O_m1>>[O]CCC#CC=O_m2,0,0,2,1
[O]_m3.C=O_m1>>[CH2]O[O]_m3,0,1,4,3
C=C[O]_m2.C=O_m1>>[O]CCC=O_m2,0,0,2,1
[H]_m2.C=CC_m1>>C[CH]C_m2,0,0,4,0
[CH]=O_m2.C=C=C=O_m1>>C=[C]C(=O)C=O_m2,0,2,4,2
C=C[O]_m2.O=C=C(O)C=O_m1>>[O]C(CC=O)C(O)=C=O_m2,0,4,2,1
C#C[O]_m2.C=C=O_m1>>O=[C]CC=C=O_m2,0,0,3,2
[H]_m2.[CH2][C]=O_m3>>C=C[O]_m2,0,3,5,1
C=C(C)[O]_m2.C=O_m1>>CC(=O)CC[O]_m2,0,0,3,4
C#C[CH2]_m2.O=CO_m1>>C#CCC([O])O_m2,2,1,2,3
C=C(O)C(O)=C[O]_m2.C=O_m1>>[O]CCC(O)=C(O)C=O_m2,0,0,2,1
C=C[O]_m2.[CH2][C]=O_m3>>[CH2]C(=O)CC=O_m2,0,3,5,3
[H]_m2.[O][C](C=O)C=C=O_m3>>O=C=C[C](O)C=O_m2,0,0,8,4
[H]_m2.C#C[CH2]_m2>>[CH]C=C_m3,0,1,4,2
[H]_m2.O=C=CC(=O)C=O_m1>>O=C=CC(=O)[CH]O_m2,0,6,9,7
[CH2]C=C_m2.O=CO_m1>>C=CCC([O])O_m2,4,1,2,3
[O]C1=CC=CO1_m2.[O][O]_m3>>[O]OC1C=CC(=O)O1_m2,4,1,2,1
[H]_m2.C=CC_m1>>[CH2]CC_m2,0,1,5,3
[H]_m2.[CH2]C=C[CH2]_m3>>[CH2]CC=C_m2,0,4,6,3
[H]_m2.O=CC(=O)C=O_m1>>[O]CC(=O)C=O_m2,0,4,6,1
[H]_m2.C=C=C=O_m1>>[CH2]C=C=O_m2,0,1,6,3
[CH3]_m2.[CH2][C]=O_m3>>C=C(C)[O]_m2,0,3,2,1
[CH]=C=C=C_m2.[O][O]_m3>>C#CC(=C)O[O]_m2,3,1,2,4
[O]C=O_m2.[CH2][C]=O_m3>>C=[C]OOC=O_m2,2,4,3,2
[H]_m2.CC=CC_m1>>C[CH]CC_m2,0,2,8,3
[H]_m2.C1=CCOOC1_m1>>[CH]1CCOOC1_m2,0,1,7,2
[CH2]C=C_m2.O=CC(=O)C=O_m1>>C=CCC([O])C(=O)C=O_m2,4,2,2,3
[H]_m2.CC(=O)C(=O)C=O_m1>>CC(=O)C([O])=CO_m2,0,6,11,6
[CH3]_m2.O=C1OOC(O)C1=O_m1>>CC1([O])OOC(O)C1=O_m2,0,1,0,1
[H]_m2.C=C=C_m1>>C=[C]C_m2,0,0,5,2
C=C[O]_m2.[O][C](C=O)C=C=O_m3>>[O]C=C(C=C=O)OCC=O_m2,0,0,7,6
[H]_m2.[CH2][C]=O_m3>>C[C]=O_m2,0,0,3,0
C=[C]C(=O)C=O_m2.[O][O]_m3>>C=C(O[O])C(=O)C=O_m2,1,1,1,2
[CH2]C(O)O_m2.[O][O]_m3>>[O]OCC(O)O_m2,0,1,2,1
[CH2]C=CC_m2.C=O_m1>>CC=CCC[O]_m2,0,0,3,4
O=[C]C=CC=O_m2.[O][O]_m3>>[O]OC(=O)C=CC=O_m2,1,1,2,1
[O]C=O_m2.C=C=O_m1>>C=[C]OOC=O_m2,2,2,3,2
[CH2]C=CC_m2.CC=O_m1>>C=CC(C)C(C)[O]_m2,4,1,2,4
[H]_m2.O=C=O_m1>>O=[C]O_m2,0,0,3,2
[H]_m2.O=CC=CC=O_m1>>[O]CC=CC=O_m2,0,4,6,1
[O]_m3.C=C=C=O_m1>>[CH2]C([O])=C=O_m3,0,1,4,3
[CH]1CCOOC1_m2.[O][O]_m3>>[O]OC1CCOOC1_m2,0,1,2,1
[H]_m2.C=CC=C_m1>>[CH2]CC=C_m2,0,1,6,3
CC(=O)C(O)=C[O]_m2.[O][O]_m3>>CC(=O)C(O)(C=O)O[O]_m2,3,1,3,7
C#CC(=C)[O]_m2.[O][O]_m3>>C#CC(=O)CO[O]_m2,3,1,4,5
O=[C]C=CC=O_m2.[O][O]_m3>>[O]OC(C=O)C=C=O_m2,3,1,2,1
[H]_m2.C#CC(=C)O[O]_m2>>C=[C]C(=C)O[O]_m3,0,0,6,0
C#CC(=C)[O]_m2.C=O_m1>>C#CC(=O)CC[O]_m2,3,0,4,5
C=C[O]_m2.C=C=C=C[O]_m2>>[CH2]C#CC([O])CC=O_m3,0,3,7,5
[H]_m2.C=C=C=O_m1>>[CH2]C#CO_m2,0,3,6,5
C=C[O]_m2.CC=O_m1>>C[CH]OCC=O_m2,0,2,4,3
[CH]1C=CCO1_m2.[O][O]_m3>>[O]OC1C=COC1_m2,3,1,2,1
[H]_m2.[CH2]OC=C=C_m2>>[CH2]C=CO[CH2]_m3,0,5,9,3
C=C(C)[O]_m2.[CH2][C]=O_m3>>[CH2]C(=O)CC(C)=O_m2,0,3,5,3
[OH]_m2.C=C_m1>>[CH2]CO_m2,0,1,4,3
C[CH]C_m2.[O][O]_m3>>CC(C)O[O]_m2,1,1,1,3
[CH2]C(=O)COO_m2.[O][O]_m3>>[O]OCC(=O)COO_m2,0,1,2,1
[H]_m2.C=C=O_m1>>C[C]=O_m2,0,0,3,0
[CH]=C_m2.[O][O]_m3>>C=CO[O]_m2,0,1,1,2
C[C]=O_m2.O=C=CO_m1>>CC(=O)C([O])=CO_m2,1,1,1,3
[H]_m2.[O]OC(C=O)C=C=O_m2>>[O]C=CC(C=O)O[O]_m3,0,6,8,1
[CH3]_m2.[O][O]_m3>>CO[O]_m2,0,1,0,1
C[C]=O_m2.[O][C]=CO_m3>>CC(=O)C([O])=CO_m2,1,1,1,3
[CH]=O_m2.[CH2][C]=O_m3>>[CH2]C(=O)C=O_m2,0,3,5,3
C#CC(=C)[O]_m2.C=C=O_m1>>C#CC(=O)CC(=C)[O]_m2,3,1,4,5
[O]O_m2.[CH2]C=C[CH2]_m3>>[CH2]C(C=C)OO_m2,0,4,6,3
[CH2]C=C_m2.[O][O]_m3>>C=CCO[O]_m2,4,1,2,3
[CH2]_m3.[O][O]_m3>>[CH2]O[O]_m3,0,1,0,3
C=C[O]_m2.O=CC(=O)C=O_m1>>[O]C(C=O)(C=O)CC=O_m2,0,2,6,1
C[CH]CC_m2.[O][O]_m3>>CCC(C)O[O]_m2,1,1,2,4
[CH]=O_m2.[CH2][C]=O_m3>>O=[C]CC=O_m2,0,0,3,2
C#CC(=C)[O]_m2.CC=O_m1>>C#CC(=O)CC(C)[O]_m2,3,1,4,5
[C]#C_m2.C=C=O_m1>>C#CC[C]=O_m2,0,0,1,2
[CH2]_m3.C=C_m1>>[CH2]C[CH2]_m3,0,1,0,3
[CH2]C=CC=O_m2.CC=O_m1>>CC([O])CC=CC=O_m2,0,1,3,1
[CH3]_m2.C=CC=C_m1>>[CH2]C=CCC_m2,0,0,6,5
C=C(C)[O]_m2.CC=O_m1>>C[CH]OCC(C)=O_m2,0,2,4,3
[H]_m2.O=C=O_m1>>[O]C=O_m2,0,1,3,1
[CH]=O_m2.O=C=CO_m1>>[O]C(C=O)=CO_m2,0,1,2,1
C=C(C)[O]_m2.C=C=O_m1>>[CH2]C(=O)CC(C)=O_m2,0,1,5,3
C=C[O]_m2.C=O_m1>>[CH2]OCC=O_m2,0,1,4,3
C[CH2]_m2.[O][O]_m3>>CCO[O]_m2,1,1,1,2
[H]_m2.[CH2]C=C[CH2]_m3>>[CH2]C=CC_m2,0,5,8,5
[CH2]C#CC_m2.[O][O]_m3>>CC#CCO[O]_m2,0,1,3,4
C#CC(=C)[O]_m2.CC=O_m1>>C#CC(=O)CO[CH]C_m2,3,2,4,5
[CH2]CC_m2.[O][O]_m3>>CCCO[O]_m2,0,1,2,3
[CH2]C=CCC_m2.[O][O]_m3>>CCC=CCO[O]_m2,0,1,4,5
[C]#C_m2.[CH2][C]=O_m3>>C#CC[C]=O_m2,0,0,1,2
[H]_m2.C=C1OOC(=O)C1=O_m1>>C=C1OOC([O])=C1O_m2,0,7,10,7
[H]_m2.O=C1OOC(O)C1=O_m1>>O=C1OOC(O)[C]1O_m2,0,7,10,7
[H]_m2.O=C=C(O)C=O_m1>>O=C=C(O)[CH]O_m2,0,5,8,6
CC(=O)[C]=O_m2.C=O_m1>>CC(=O)C(=O)C[O]_m2,3,0,3,5
[H]_m2.O=CC(=O)C=O_m1>>[O]C(C=O)=CO_m2,0,5,8,5
[H]_m2.O=CC=CC=O_m1>>O=C[CH]C=CO_m2,0,5,10,6
[CH]=C_m2.C=C=O_m1>>C=CC[C]=O_m2,0,0,1,2
[CH2]C=CCC_m2.[O][O]_m3>>C=CC(CC)O[O]_m2,4,1,2,5
[H]_m2.O=C1OOC(=O)C1=O_m1>>[O]C1C(=O)OOC=1O_m2,0,5,8,7
C=C(C)[O]_m2.CC=O_m1>>CC(=O)CC(C)[O]_m2,0,1,3,4
[H]_m2.CC(=O)OOC=O_m1>>CC(=O)OO[CH]O_m2,0,6,11,7
O=C=C(O)[CH]O_m2.[O][O]_m3>>[O]OC(=O)C(O)=CO_m2,1,1,2,1
[CH]C=C_m3.C=O_m1>>[CH2]C=CO[CH2]_m3,0,1,4,5
[CH]=C_m2.[CH2][C]=O_m3>>C=CC[C]=O_m2,0,0,1,2
[H]_m2.O=C=CC(O)=C=O_m1>>O=C=C[C](O)C=O_m2,0,5,9,5
[OH]_m2.O=C=O_m1>>[O]C(=O)O_m2,0,1,3,1
C#C[O]_m2.[O][C]=CO_m3>>O=C=CC(=O)[CH]O_m2,0,1,2,3
[H]_m2.CC(=O)C(=O)C=O_m1>>CC(=O)C(O)=C[O]_m2,0,4,10,4
[H]_m2.C#CC(=O)C=O_m1>>C=[C]C(=O)C=O_m2,0,0,6,0
C#C[CH]C_m2.[O][O]_m3>>C#CC(C)O[O]_m2,2,1,2,4
[O]C1=CC=CO1_m2.[O][O]_m3>>[O]OC1C=COC1=O_m2,2,1,2,1
C=C[O]_m2.O=CC=CC=O_m1>>O=C[CH]C=COCC=O_m2,0,5,7,6
[CH2]C#CC_m2.O=CO_m1>>CC#CCC([O])O_m2,0,1,3,4
[CH2]C(=O)C(O)=CO_m2.C=C=O_m1>>[CH2]C(=O)CC(=O)C(O)=CO_m2,0,1,5,3
CC([O])=O_m2.O=CO_m1>>CC(=O)OO[CH]O_m2,3,0,3,4
[CH2]C(=O)C(O)=CO_m2.C=O_m1>>[CH2]OCC(=O)C(O)=CO_m2,0,1,4,3
[H]_m2.C=C1OOC(=O)C1=O_m1>>C=C1OOC([O])C1=O_m2,0,4,10,4
[O]C(C=O)=CO_m2.[O][O]_m3>>[O]OC(O)C(=O)C=O_m2,4,1,2,1
[CH2]CCCOO_m2.[O][O]_m3>>[O]OCCCCOO_m2,0,1,2,1
[C-]#[O+]_m1.[CH2][C]=O_m3>>O=[C]C[C]=O_m3,0,0,1,2
[CH3]_m2.O=CC(=O)C=O_m1>>CC([O])C(=O)C=O_m2,0,4,0,1
CC1[C]=COO1_m2.[O][O]_m3>>CC1OOC=C1O[O]_m2,2,1,5,6
[CH]=C(O)C=O_m2.[O][O]_m3>>[O]OC=C(O)C=O_m2,0,1,2,1
CC1=[C]COO1_m2.[O][O]_m3>>CC1OOCC=1O[O]_m2,2,1,5,6
[C]1=COOC1_m2.[O][O]_m3>>[O]OC1=COOC1_m2,0,1,2,1
O=[C]C(=O)O_m2.O=C=O_m1>>[O]C(=O)C(=O)C(=O)O_m2,1,1,3,1
C#C[CH2]_m2.[O][O]_m3>>C=C=CO[O]_m2,0,1,2,3
C#C[CH2]_m2.C=O_m1>>C#CCC[O]_m2,2,0,2,3
[CH2]C1CCOO1_m2.[O][O]_m3>>[O]OCC1CCOO1_m2,0,1,2,1
[CH3]_m2.O=C=O_m1>>CC([O])=O_m2,0,1,0,1
OC1C=C[CH]O1_m2.[O][O]_m3>>[O]OC1C=COC1O_m2,2,1,2,1
C=C=C=C[O]_m2.[O][O]_m3>>C=C=C(C=O)O[O]_m2,2,1,2,5
[H]_m2.C=C(O)C=O_m1>>C=C(O)[CH]O_m2,0,4,9,5
C[CH2]_m2.C#C_m1>>[CH]=CCC_m2,1,1,3,2
[CH]=C_m2.C=C_m1>>[CH2]CC=C_m2,0,1,4,3
[CH2]C=CC=O_m2.[O][O]_m3>>[O]OCC=CC=O_m2,0,1,2,1
C#C[CH2]_m2.[O][O]_m3>>C#CCO[O]_m2,2,1,2,3
C=C[O]_m2.C=C(O)C=O_m1>>C=C(O)[CH]OCC=O_m2,0,4,6,5
[H]_m2.C=CC=C=O_m1>>C=CC[C]=O_m2,0,2,8,2
C=C[O]_m2.[CH2][C](O)C=O_m3>>C=C(O)[CH]OCC=O_m2,0,6,6,5
[O]O_m2.C=CC=C_m1>>C=C[CH]COO_m2,0,0,5,4
[H]_m2.O=C1OOC(O)C1=O_m1>>[O]C1OOC(O)C1=O_m2,0,1,8,1
C#C[O]_m2.O=C=CO_m1>>O=C=CC(=O)[CH]O_m2,0,1,2,3
[CH]=O_m2.[O][O]_m3>>[O]OC=O_m2,0,1,2,1
C=C[O]_m2.C=C(O)C=O_m1>>C=C(O)C([O])CC=O_m2,0,3,5,3
C=C(O)C(O)=C[O]_m2.[O][O]_m3>>C=C(O)C(O)(C=O)O[O]_m2,3,1,3,7
C=C[O]_m2.O=CC(=O)C=O_m1>>[O]C=C(C=O)OCC=O_m2,0,3,6,5
C#C[O]_m2.[CH2][C]=O_m3>>O=[C]CC=C=O_m2,0,0,3,2
O=C=C[C](O)C=O_m2.[O][O]_m3>>[O]OC(O)(C=O)C=C=O_m2,3,1,2,1
C=C[O]_m2.O=CC(=O)C=O_m1>>O=CCO[CH]C(=O)C=O_m2,0,5,2,3
O=CC1[CH]C(=O)OO1_m2.C=O_m1>>[O]CC1C(=O)OOC1C=O_m2,3,0,2,1
[CH2]CC=C_m2.[O][O]_m3>>C=CCCO[O]_m2,0,1,3,4
[CH]=O_m2.C=C=O_m1>>[CH2]C(=O)C=O_m2,0,1,5,3
[CH2]C(=O)C=O_m2.O=C=O_m1>>[O]C(=O)CC(=O)C=O_m2,0,1,3,1
C=C[O]_m2.CC(=O)C(=O)C=O_m1>>CC(=O)C(=O)[CH]OCC=O_m2,0,6,8,7
C#CC(=C)[O]_m2.C=O_m1>>C#CC(=O)CO[CH2]_m2,3,1,4,5
C=C=C=C[O]_m2.O=CO_m1>>[O]C(O)CC#CC=O_m2,0,1,3,1
CC(=O)C([O])=CO_m2.[O][O]_m3>>CC(=O)C(=O)C(O)O[O]_m2,5,1,5,7
[C-]#[O+]_m1.[CH2][C]=O_m3>>[CH2]C([O])=C=O_m3,0,3,5,3
C=C(C)[O]_m2.C=O_m1>>[CH2]OCC(C)=O_m2,0,1,4,3
C=C[O]_m2.[O][C](C=O)C=C=O_m3>>[O]C(C=O)=CC(=O)CC=O_m2,0,5,7,5
[C]#C_m2.C=C=O_m1>>C#CC(=C)[O]_m2,0,1,1,2
C=C[O]_m2.O=C1OC(O)C1=O_m1>>[O]C1(CC=O)C(=O)OC1O_m2,0,5,2,1
C#CC(=C)[O]_m2.O=CO_m1>>C#CC(=O)CC([O])O_m2,3,1,4,5
[CH2]C#CC_m2.[O][O]_m3>>C=C=C(C)O[O]_m2,4,1,2,4
[C]#C_m2.[CH2][C]=O_m3>>C#CC(=C)[O]_m2,0,3,1,2
C=C[O]_m2.O=C=CC(=O)C=O_m1>>[O]C=C(C=C=O)OCC=O_m2,0,4,7,6
C=C[O]_m2.O=C=CC(=O)C=O_m1>>[O]C(CC=O)C(=O)C=C=O_m2,0,5,2,1
C=C[O]_m2.CC(=O)C(=O)C=O_m1>>CC([O])(CC=O)C(=O)C=O_m2,0,1,3,1
